                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4821,                 2.4748,                 1.3814,                0.46156,                 0.4125,                0.36745,                0.21979,                 1.3948,                 3.9232,                  1.361,                0.00048,                0.00048,                0.00048
