acc_mean_x_right,acc_mean_y_right,acc_mean_z_right,acc_mean_xyz_right,acc_mean_xy_right,acc_mean_yz_right,acc_mean_zx_right,acc_mean_pitch_right,acc_mean_roll_right,acc_std_x_right,acc_std_y_right,acc_std_z_right,acc_std_xyz_right,acc_std_xy_right,acc_std_yz_right,acc_std_zx_right,acc_std_pitch_right,acc_std_roll_right,acc_auc_x_right,acc_auc_y_right,acc_auc_z_right,acc_auc_xyz_right,acc_auc_xy_right,acc_auc_yz_right,acc_auc_zx_right,acc_auc_pitch_right,acc_auc_roll_right,acc_max_x_right,acc_max_y_right,acc_max_z_right,acc_max_xyz_right,acc_max_xy_right,acc_max_yz_right,acc_max_zx_right,acc_max_pitch_right,acc_max_roll_right,acc_peak_x_right,acc_peak_y_right,acc_peak_z_right,acc_peak_xyz_right,acc_peak_xy_right,acc_peak_yz_right,acc_peak_zx_right,gyro_mean_x_right,gyro_mean_y_right,gyro_mean_z_right,gyro_mean_xyz_right,gyro_mean_xy_right,gyro_mean_yz_right,gyro_mean_zx_right,gyro_std_x_right,gyro_std_y_right,gyro_std_z_right,gyro_std_xyz_right,gyro_std_xy_right,gyro_std_yz_right,gyro_std_zx_right,gyro_auc_x_right,gyro_auc_y_right,gyro_auc_z_right,gyro_auc_xyz_right,gyro_auc_xy_right,gyro_auc_yz_right,gyro_auc_zx_right,gyro_max_x_right,gyro_max_y_right,gyro_max_z_right,gyro_max_xyz_right,gyro_max_xy_right,gyro_max_yz_right,gyro_max_zx_right,gyro_peak_x_right,gyro_peak_y_right,gyro_peak_z_right,gyro_peak_xyz_right,gyro_peak_xy_right,gyro_peak_yz_right,gyro_peak_zx_right,acc_mean_x_left,acc_mean_y_left,acc_mean_z_left,acc_mean_xyz_left,acc_mean_xy_left,acc_mean_yz_left,acc_mean_zx_left,acc_mean_pitch_left,acc_mean_roll_left,acc_std_x_left,acc_std_y_left,acc_std_z_left,acc_std_xyz_left,acc_std_xy_left,acc_std_yz_left,acc_std_zx_left,acc_std_pitch_left,acc_std_roll_left,acc_auc_x_left,acc_auc_y_left,acc_auc_z_left,acc_auc_xyz_left,acc_auc_xy_left,acc_auc_yz_left,acc_auc_zx_left,acc_auc_pitch_left,acc_auc_roll_left,acc_max_x_left,acc_max_y_left,acc_max_z_left,acc_max_xyz_left,acc_max_xy_left,acc_max_yz_left,acc_max_zx_left,acc_max_pitch_left,acc_max_roll_left,acc_peak_x_left,acc_peak_y_left,acc_peak_z_left,acc_peak_xyz_left,acc_peak_xy_left,acc_peak_yz_left,acc_peak_zx_left,gyro_mean_x_left,gyro_mean_y_left,gyro_mean_z_left,gyro_mean_xyz_left,gyro_mean_xy_left,gyro_mean_yz_left,gyro_mean_zx_left,gyro_std_x_left,gyro_std_y_left,gyro_std_z_left,gyro_std_xyz_left,gyro_std_xy_left,gyro_std_yz_left,gyro_std_zx_left,gyro_auc_x_left,gyro_auc_y_left,gyro_auc_z_left,gyro_auc_xyz_left,gyro_auc_xy_left,gyro_auc_yz_left,gyro_auc_zx_left,gyro_max_x_left,gyro_max_y_left,gyro_max_z_left,gyro_max_xyz_left,gyro_max_xy_left,gyro_max_yz_left,gyro_max_zx_left,gyro_peak_x_left,gyro_peak_y_left,gyro_peak_z_left,gyro_peak_xyz_left,gyro_peak_xy_left,gyro_peak_yz_left,gyro_peak_zx_left,class
0.6909,0.41522,0.62209,1.0183,0.80619,0.74805,0.92973,64.006,44.657,0.0099009,0.012293,0.0076193,0.0046616,0.0068915,0.0053777,0.0090901,0.78968,0.60454,15.194,9.136,13.694,22.405,17.732,16.465,20.455,1408.0,982.96,0.71338,0.44116,0.64014,1.0254,0.81709,0.75666,0.94475,65.376,45.688,8,5,5,8,9,7,8,-0.39911,0.67212,-0.41574,1.4524,1.2073,1.1147,1.1637,0.88964,0.60395,0.73012,0.48086,0.47435,0.46704,0.44756,-4.4055,7.2332,-4.2607,14.371,11.833,11.245,11.393,1.2348,1.5854,0.89939,2.0535,2.0095,2.0521,1.6918,2,3,3,3,2,3,3,0.81395,-0.59213,-0.028815,1.1776,1.0334,0.79065,0.98001,59.643,-22.821,0.36232,0.34366,0.48845,0.32343,0.43925,0.27418,0.25356,13.084,22.678,28.785,-20.459,-1.7246,41.112,36.199,27.293,34.39,2099.3,-779.47,1.3455,0.040771,1.1013,1.6781,1.6221,1.3664,1.4126,87.663,45.704,9,9,8,7,7,7,9,13.936,-15.238,13.225,162.16,155.81,144.75,67.273,71.555,158.36,41.351,71.384,72.887,73.145,49.928,347.5,-403.31,302.01,3713.9,3562.0,3298.8,1579.5,188.73,304.98,73.811,307.37,307.26,305.09,191.16,2,4,5,5,5,5,6,2
-0.47707,0.2339,0.8511,1.0034,0.53141,0.88272,0.97571,-52.756,50.534,0.0057086,0.010123,0.0065196,0.0047335,0.0068761,0.0055963,0.0055081,1.8411,0.47537,-14.786,7.2513,26.389,31.108,16.471,27.369,30.249,-1634.9,1566.8,-0.46558,0.26733,0.86133,1.0119,0.54536,0.89214,0.98626,-46.668,52.012,10,8,10,11,9,11,10,-1.8667,-0.018708,-0.4982,2.4226,2.2975,1.1679,2.1257,1.3688,1.0995,0.47363,1.0339,1.097,0.51452,1.1289,-39.604,-0.022866,-11.029,50.682,48.043,23.981,44.747,0.32012,1.8293,0.7622,4.9018,4.8637,2.0948,4.5834,4,9,7,5,5,6,5,0.02503,-0.346,0.92771,0.99053,0.347,0.99018,0.92809,43.007,-85.562,0.0083955,0.0082141,0.0076247,0.0058575,0.008285,0.0059359,0.007544,0.73091,1.5718,0.55786,-7.606,20.407,21.788,7.6285,21.78,20.416,946.68,-1881.0,0.040771,-0.33105,0.94092,1.0016,0.36113,1.0015,0.94115,44.627,-82.524,8,8,8,8,7,8,8,2.7944,1.7912,7.1951,15.371,7.3046,14.618,13.683,6.0206,6.6058,16.338,12.719,5.8926,11.885,12.924,35.465,29.123,99.131,226.43,106.64,217.28,199.51,19.375,16.204,37.652,40.613,19.431,38.253,40.048,4,3,2,2,3,2,2,0
-0.36499,0.2093,0.90947,1.0024,0.42081,0.9334,0.98019,-42.551,54.467,0.018554,0.015337,0.011164,0.0047026,0.022718,0.0079317,0.0057204,2.1457,0.47751,-12.767,7.3074,31.844,35.088,14.713,32.676,34.315,-1491.7,1906.1,-0.34082,0.25342,0.92554,1.0138,0.47763,0.94743,0.99408,-38.685,55.576,6,8,10,11,10,10,11,-2.0861,-1.8967,-1.5889,4.2305,3.4026,3.3093,3.2822,2.4829,2.2039,2.4104,3.0185,2.6923,2.3758,2.8146,-52.782,-51.486,-36.463,104.32,85.777,80.575,80.274,0.39634,3.4909,1.1585,10.871,10.412,10.032,10.361,6,4,5,4,5,3,6,-0.092421,-0.29008,0.93738,0.98565,0.30452,0.98128,0.94196,29.239,-66.121,0.0072901,0.0074323,0.0073861,0.006008,0.0082436,0.0063158,0.0069936,1.3757,2.0851,-2.4053,-7.5387,24.382,25.636,7.9148,25.522,24.501,760.51,-1717.9,-0.078125,-0.27466,0.96362,1.0067,0.32465,1.0036,0.96678,33.027,-62.001,11,10,11,11,10,10,11,-0.12542,0.39496,-0.1857,1.1296,1.0571,0.63522,0.90539,1.03,0.49757,0.36759,0.56826,0.56377,0.39942,0.62442,-3.529,8.4604,-4.0549,22.767,21.177,13.711,17.848,2.8354,1.6159,0.36585,2.8501,2.8486,1.6159,2.8368,6,7,5,6,7,7,4,0
-0.52789,-0.39911,0.76277,1.2244,0.84113,0.91722,1.1395,-32.593,0.77977,0.57803,0.26777,0.47727,0.36377,0.35216,0.4413,0.3224,56.227,30.776,-12.12,-8.6897,16.438,26.771,18.541,19.879,24.925,-745.61,-11.581,0.76733,-0.061768,1.8179,2.0998,1.7866,2.0364,1.8887,75.486,56.537,5,4,3,5,6,3,5,-15.299,-14.576,-10.757,145.01,116.98,129.02,99.229,65.714,127.42,111.39,106.58,81.123,106.86,81.862,-215.72,-193.16,-330.33,2585.9,2109.7,2300.0,1738.3,137.45,281.28,146.72,404.7,313.07,381.4,290.96,4,4,2,3,4,4,3,0.58875,-0.40225,0.794,1.42,0.92506,1.1069,1.3194,48.43,8.4617,0.71763,0.41721,0.8733,0.70305,0.55694,0.68144,0.66664,49.495,34.387,7.2535,-4.384,8.8235,15.964,10.295,12.447,14.853,572.31,110.88,1.947,0.344,2.898,3.1122,2.2462,2.9975,3.0165,84.892,82.389,2,2,4,3,2,3,3,-3.8746,-4.3978,-1.7937,201.46,189.52,175.15,99.775,100.21,221.11,75.684,149.49,146.6,150.44,73.494,-113.54,-110.79,-41.524,4762.8,4482.3,4134.8,2358.1,146.83,365.43,183.48,570.01,565.56,533.54,291.25,4,4,4,6,6,6,6,2
-0.56329,0.41387,0.66305,1.2135,0.85081,0.97126,1.0599,-17.998,51.726,0.46186,0.42118,0.48735,0.2658,0.38689,0.27271,0.27449,46.578,19.634,-23.264,16.686,27.546,50.014,34.893,39.984,43.87,-741.17,2105.7,0.24316,1.0273,1.4177,1.7156,1.6762,1.5339,1.5503,59.944,85.492,7,5,8,9,9,7,8,37.778,25.545,-13.476,160.39,141.7,142.78,84.616,60.996,162.37,69.505,103.17,107.08,104.74,53.0,1179.3,853.48,-302.13,4656.5,4136.0,4143.9,2419.3,132.27,499.5,119.62,507.27,505.61,501.18,174.58,3,4,5,6,7,6,3,-0.17962,-0.33026,0.86556,1.004,0.47726,0.93606,0.93838,9.587,-38.25,0.32572,0.15705,0.18332,0.20315,0.20049,0.19864,0.18943,48.51,37.68,-3.9135,-6.7794,18.14,20.977,9.864,19.548,19.669,205.23,-819.62,0.32837,-0.066162,1.0996,1.3486,0.83086,1.185,1.3466,72.435,48.142,2,5,3,3,4,3,5,3.319,-1.1371,-22.111,48.964,38.498,42.205,36.267,24.802,38.808,24.707,27.296,24.112,27.64,19.27,74.71,38.453,-424.33,985.34,780.44,838.54,733.28,56.402,66.494,20.03,116.27,92.761,115.22,71.83,3,5,4,3,3,3,3,2
-0.17163,0.1095,0.96721,1.0125,0.27153,0.98532,0.99498,-7.7616,55.022,0.15219,0.15507,0.11111,0.10001,0.11845,0.11125,0.098881,51.793,29.387,-6.1669,4.0291,34.849,36.49,9.828,35.515,35.845,-265.22,1987.3,0.12622,0.39038,1.2573,1.2849,0.51593,1.2709,1.2715,58.208,88.335,9,9,7,8,8,7,7,-5.4772,17.593,-7.9878,28.041,24.774,26.564,13.049,6.6217,26.163,11.595,21.504,21.016,21.714,9.917,-123.13,396.32,-183.64,632.35,557.56,598.77,296.42,8.9939,75.396,6.0213,75.672,75.508,75.561,30.457,4,5,4,6,5,6,5,0.095853,-0.69724,0.67295,1.1097,0.83394,1.0092,0.82739,19.568,-52.939,0.48598,0.31376,0.2348,0.30848,0.35565,0.26626,0.24471,37.748,27.888,2.8165,-17.398,16.764,27.68,20.773,25.205,20.602,505.61,-1326.6,1.249,-0.062744,1.2261,1.6874,1.6685,1.5061,1.2742,59.641,19.105,5,4,6,5,5,5,5,90.564,124.18,30.375,209.42,202.32,152.63,121.02,81.451,159.89,52.722,120.8,118.01,144.93,59.881,1694.3,2293.6,572.01,3875.3,3740.6,2824.4,2259.0,207.7,476.8,122.8,501.93,486.67,492.36,216.55,4,4,6,4,4,4,4,2
-0.67583,-0.76361,0.3359,1.2853,1.178,0.9249,0.92529,-34.258,-32.874,0.52493,0.4788,0.43027,0.41482,0.37945,0.49896,0.40434,40.336,33.01,-17.834,-20.691,8.3562,34.295,31.686,24.638,24.363,-954.66,-945.49,0.62036,-0.12549,1.6677,2.3475,1.8455,1.9501,2.1188,56.103,63.525,7,4,6,6,7,6,7,-1.7302,47.04,4.0389,87.685,75.364,74.182,53.934,40.598,88.453,47.606,77.425,76.328,81.512,29.545,-43.491,950.77,77.317,1715.7,1478.0,1454.3,1045.5,104.92,325.69,88.155,337.41,325.69,337.41,133.37,2,6,2,5,5,6,4,0.92608,-0.23158,-0.124,0.99957,0.96065,0.36158,0.96663,75.719,-10.584,0.16637,0.088823,0.25308,0.14325,0.15141,0.06777,0.1574,6.7693,7.5661,10.108,-2.611,-1.4435,10.929,10.503,4.0006,10.552,828.45,-121.61,1.162,-0.075,0.255,1.1989,1.1943,0.49093,1.1667,86.174,-0.46381,2,1,3,2,2,3,2,-0.31622,25.526,-2.9877,54.806,52.188,50.167,24.045,21.843,63.255,18.144,48.728,48.237,49.019,14.674,-17.593,702.32,-73.657,1461.2,1391.9,1339.6,637.18,40.427,178.41,36.159,185.99,185.91,178.49,52.525,5,6,5,9,9,8,7,2
0.76964,0.36995,0.56653,1.0296,0.85603,0.6772,0.96003,67.336,38.802,0.090459,0.032963,0.057454,0.046838,0.074219,0.059744,0.05213,2.818,4.9678,15.397,7.4081,11.314,20.592,17.129,13.536,19.197,1346.1,775.81,0.95068,0.43579,0.68945,1.1201,1.0139,0.81537,1.0632,71.54,47.691,4,6,7,5,6,5,5,-10.506,-16.487,-1.0791,23.948,21.786,19.404,14.303,6.7976,20.839,9.5073,19.133,19.518,20.327,6.0338,-143.53,-192.71,-21.433,295.26,265.49,232.94,192.25,-3.3232,-0.67073,15.777,76.594,75.644,76.5,21.657,1,3,2,1,1,3,2,0.52933,-0.58232,0.6017,0.99067,0.78698,0.83738,0.80143,51.805,-36.428,0.0076695,0.0061951,0.006306,0.0052175,0.0070786,0.0042883,0.0064341,0.41608,0.82273,20.118,-22.131,22.859,37.646,29.91,31.818,30.452,1968.5,-1384.4,0.54639,-0.57056,0.61475,1.0004,0.79816,0.84618,0.81302,52.581,-34.896,14,10,10,16,12,11,12,0.27383,0.50813,0.22471,1.122,1.0403,0.80006,0.75899,0.83353,0.69628,0.30941,0.60532,0.63374,0.48619,0.56797,7.2713,12.896,5.5335,28.35,26.22,20.271,19.061,2.0579,2.0122,1.0823,2.5683,2.4791,2.121,2.0706,7,8,9,9,9,8,8,2
-1.0357,-0.37747,0.28868,1.3328,1.209,0.75469,1.1708,-64.909,-2.8935,0.38946,0.60897,0.45943,0.48793,0.51669,0.47482,0.37411,21.508,31.469,-27.988,-9.8923,8.0031,36.087,32.623,20.45,31.768,-1760.4,-48.52,-0.45874,0.32422,1.095,2.8937,2.8908,2.1306,2.6949,-13.606,52.194,7,7,8,6,6,8,8,56.122,33.456,13.46,139.87,129.2,114.28,91.554,68.68,121.44,59.565,84.73,80.301,77.31,54.527,1117.5,608.54,327.13,2865.0,2657.7,2339.6,1860.0,166.81,246.6,110.9,320.9,292.86,279.32,205.33,4,3,3,4,5,5,5,0.27117,-0.23433,0.93875,1.0048,0.3584,0.96756,0.97713,63.869,0.9776,0.0019462,0.0027743,0.0022613,0.0014256,0.0026318,0.001732,0.0019314,0.18031,0.73246,2.9855,-2.578,10.325,11.053,3.9446,10.642,10.748,702.64,11.039,0.274,-0.229,0.942,1.0066,0.36208,0.97039,0.98021,64.224,2.4248,5,4,3,2,5,3,3,-0.53625,0.16004,-0.85387,1.2637,0.82686,1.0553,1.1122,0.42673,0.63651,0.55652,0.56402,0.44791,0.58333,0.51168,-12.443,3.5665,-19.456,29.166,19.333,24.249,25.569,0.305,1.463,0.244,2.7434,1.8665,2.6996,2.6071,6,6,5,6,6,5,6,2
0.82732,0.44744,0.32824,1.1064,0.99283,0.59294,0.99481,63.379,35.916,0.36605,0.20426,0.39019,0.29341,0.2651,0.38528,0.28322,16.433,24.415,18.828,10.414,7.7919,25.463,22.746,13.881,22.837,1448.9,843.08,1.4048,0.92358,1.5759,1.9517,1.5959,1.8266,1.7194,82.24,88.553,5,3,6,4,3,3,4,-0.055532,40.446,-21.046,93.316,84.578,84.045,51.263,38.603,79.444,39.442,47.099,43.122,49.99,26.322,5.9832,537.83,-260.58,1249.3,1138.8,1132.0,669.45,57.165,169.13,54.436,200.82,173.06,195.83,111.17,2,2,2,4,4,4,3,0.68565,-0.45538,0.47771,0.99471,0.84736,0.69198,0.85997,61.048,-20.78,0.12352,0.20485,0.21938,0.13744,0.12403,0.21316,0.1443,11.521,18.881,21.285,-14.018,14.498,30.609,26.23,21.174,26.431,1889.4,-651.44,0.95972,0.074219,1.1272,1.3983,1.0654,1.3169,1.2793,89.182,28.099,8,6,6,8,8,6,8,28.498,-25.662,27.876,106.0,100.42,95.07,47.768,26.339,123.3,31.721,86.83,83.206,91.043,31.28,719.36,-718.72,711.04,2571.2,2433.0,2298.2,1178.4,69.558,102.2,102.9,332.24,319.42,326.38,110.51,4,4,5,5,5,4,3,2
-0.3837,0.27799,0.87787,1.0091,0.4803,0.92572,0.96607,-30.082,56.325,0.11834,0.093412,0.091916,0.086076,0.128,0.088923,0.081491,21.396,5.6998,-14.385,10.509,33.461,38.328,18.059,35.255,36.709,-1124.0,2147.6,-0.14038,0.4873,1.0388,1.1551,0.7343,1.0876,1.1095,17.682,67.482,9,7,8,8,8,9,8,3.3441,-1.8788,2.9872,35.765,29.427,33.145,19.468,10.001,34.137,20.416,19.289,19.418,21.184,11.93,75.274,-53.285,79.291,833.66,688.63,771.34,452.5,21.997,68.079,48.537,69.336,68.083,69.333,48.545,5,5,4,5,6,5,5,-0.48012,-0.46104,0.71884,0.98906,0.67159,0.8602,0.86977,-27.611,-24.047,0.089418,0.085089,0.08183,0.05115,0.083092,0.052598,0.070755,13.327,14.842,-10.117,-9.6818,15.074,20.771,14.132,18.042,18.268,-583.49,-505.33,-0.3457,-0.25366,0.88159,1.1087,0.82675,0.96182,1.0659,-5.4389,14.994,5,6,7,7,6,7,7,1.4185,-24.842,0.97053,30.839,28.351,29.234,13.226,8.716,18.388,11.398,13.913,14.783,14.751,4.8795,35.099,-450.42,9.6951,541.29,499.4,517.74,224.79,13.445,5.9909,19.192,52.196,50.072,51.543,20.747,6,4,4,5,5,5,5,2
-0.22881,-0.81058,0.42133,1.4842,1.326,1.1359,0.92207,0.19356,-33.794,0.88974,0.80808,0.4634,0.54446,0.59858,0.62911,0.60323,53.479,50.224,-6.4968,-21.94,12.0,41.433,36.876,31.342,26.48,9.4685,-897.43,1.7161,0.46265,1.2729,2.646,2.6353,2.6394,2.4445,89.977,73.836,6,4,7,7,7,7,7,16.492,-18.924,-7.4238,160.21,138.12,129.39,114.83,96.167,121.16,76.195,61.247,68.876,59.184,41.002,520.96,-542.15,-207.84,4043.3,3480.0,3285.4,2881.8,189.13,169.34,103.16,307.78,303.86,242.82,195.38,5,6,5,7,7,8,6,-0.693,0.6165,0.15058,1.1018,1.0099,0.80809,0.80447,-49.076,43.54,0.19414,0.50715,0.41888,0.33063,0.34769,0.39957,0.2362,25.519,19.532,-7.7945,7.0605,1.7105,12.508,11.458,9.2802,9.0539,-536.28,485.89,-0.342,1.742,0.656,1.9066,1.8625,1.7891,1.1628,-11.961,70.41,3,2,2,4,4,3,3,12.185,-104.26,26.263,167.84,159.32,134.91,96.986,97.348,119.52,45.404,92.985,93.656,97.032,50.965,217.59,-2561.9,641.16,3888.1,3689.1,3150.3,2213.0,204.15,138.84,107.56,439.61,437.87,439.61,207.03,3,4,4,3,3,4,3,1
-0.36069,-0.69096,0.48193,1.2554,0.95617,1.0833,0.91807,-14.043,-23.334,0.49457,0.59118,0.74041,0.61689,0.52609,0.64633,0.54381,45.545,48.059,-10.191,-20.208,14.095,36.518,27.86,31.578,26.58,-371.66,-689.45,0.81323,0.3728,2.676,2.8694,2.7444,2.8296,2.7139,81.473,78.96,6,6,7,6,9,5,8,23.704,-82.95,0.66629,147.4,139.56,126.43,82.232,78.826,112.38,44.966,77.216,79.282,71.777,42.026,499.32,-2022.8,-46.326,3438.4,3272.8,2964.0,1880.0,146.49,98.506,89.497,320.39,318.04,289.7,151.96,3,4,4,4,4,4,4,-0.5436,0.5338,0.6544,1.1706,0.86541,0.92577,1.0033,-30.378,50.17,0.40111,0.34298,0.50095,0.37682,0.31303,0.46309,0.32994,42.909,19.557,-8.031,7.2265,8.42,15.751,11.883,12.273,13.422,-486.21,683.5,0.643,1.167,1.848,2.1143,1.514,2.0141,1.9567,76.662,77.891,2,3,1,2,3,2,3,-8.4782,22.759,-7.7108,181.65,163.64,164.11,92.16,77.426,189.4,75.485,117.54,120.59,118.63,54.471,-181.95,503.99,-255.33,4246.9,3839.7,3850.0,2114.0,123.42,481.28,114.51,495.6,491.77,485.19,182.86,3,3,3,4,4,4,3,2
-0.84345,-0.29498,0.37325,1.1112,0.96176,0.66425,1.0041,-60.568,-6.5251,0.39168,0.30644,0.41705,0.33432,0.33982,0.20971,0.4042,21.59,33.233,-20.146,-7.1415,9.0785,26.688,23.027,16.057,24.084,-1442.5,-155.77,0.03125,0.27588,1.0315,1.8789,1.8401,1.0795,1.7996,2.4864,45.146,7,6,5,8,7,6,7,0.057166,-30.96,22.975,268.98,258.68,193.78,182.32,197.87,211.07,67.277,112.42,115.53,102.98,93.733,-102.17,-691.75,331.52,4074.8,3913.4,2900.5,2804.9,223.23,264.94,144.88,481.11,479.14,395.14,363.96,3,2,3,4,4,4,3,0.29133,-0.35783,0.948,1.145,0.55214,1.0273,1.0756,56.162,-34.736,0.49181,0.15642,0.1558,0.27056,0.40749,0.13285,0.27779,14.792,42.315,2.4795,-3.7125,10.614,12.247,5.3776,11.367,11.558,612.04,-397.95,1.693,-0.168,1.311,1.9244,1.7722,1.3243,1.8517,75.232,24.748,3,4,4,3,2,4,3,14.629,-20.437,10.201,105.67,67.434,93.659,86.556,58.02,77.309,99.967,91.942,72.506,85.797,76.641,361.86,-479.12,367.96,2366.0,1562.4,2083.1,1915.1,191.34,46.341,190.91,289.75,280.25,284.15,282.92,5,6,4,7,7,7,5,2
-0.32398,0.6075,0.72624,1.0016,0.68935,0.94719,0.79593,-0.35699,67.473,0.037161,0.02337,0.018516,0.019471,0.02674,0.014132,0.024276,3.3452,1.9411,-13.269,24.901,29.79,41.069,28.251,38.841,32.639,-12.581,2767.1,-0.20239,0.66479,0.75439,1.0405,0.75503,0.98031,0.837,7.6865,73.168,8,11,14,12,11,15,12,-2.7245,-0.94249,-0.41474,12.767,12.265,10.35,7.542,8.2698,14.022,3.3633,10.785,10.855,9.9038,5.3529,-77.835,-24.825,-7.8811,362.63,349.35,295.3,211.55,16.463,25.884,7.2256,38.188,38.185,37.106,19.819,4,3,6,7,6,6,5,-0.88652,-0.44432,0.055838,0.99336,0.99166,0.44811,0.88842,-63.341,-26.466,0.008604,0.0069152,0.016089,0.0077178,0.0081055,0.0056083,0.0084416,0.42556,0.47945,-23.948,-11.989,1.5206,26.828,26.782,12.093,24.0,-1710.9,-713.81,-0.86621,-0.43066,0.084961,1.0117,1.0115,0.45992,0.90381,-62.091,-25.611,10,8,9,10,10,10,11,1.0892,0.37278,-0.60837,3.1288,2.2363,2.482,2.7293,2.4243,1.4245,2.4373,2.3168,2.0139,1.4315,2.3758,22.53,7.8811,-12.53,66.224,47.276,52.432,57.837,9.5122,3.5823,7.2561,11.996,9.5532,7.3098,11.964,4,7,5,4,4,5,4,0
-0.60065,0.35605,0.51927,1.1128,0.89152,0.79937,0.94775,-28.094,40.642,0.47631,0.4549,0.32491,0.1991,0.33872,0.24616,0.23307,45.855,36.131,-15.979,8.9875,13.434,29.095,23.393,20.678,24.907,-761.74,1023.8,0.479,1.0051,1.0833,1.7442,1.7336,1.1858,1.6048,65.222,82.826,5,5,6,7,6,7,6,3.2165,-60.307,5.3142,155.02,135.02,142.87,81.475,56.301,127.96,76.541,62.04,64.062,67.083,45.174,129.88,-1096.6,109.97,2696.2,2341.6,2517.4,1386.4,88.979,295.61,173.43,305.49,304.22,296.91,174.07,3,5,4,6,6,6,4,-0.099598,-0.65042,0.76655,1.1019,0.72751,1.0568,0.84244,13.727,-51.42,0.30409,0.30407,0.24942,0.21021,0.2899,0.20846,0.19271,33.681,32.897,-1.9832,-13.948,16.0,23.273,15.581,22.303,17.646,295.85,-1095.8,0.64258,-0.0036621,1.2197,1.6451,1.4068,1.6315,1.2378,56.994,26.176,5,5,5,6,6,4,6,-6.1336,7.7896,-1.1987,31.918,29.619,27.429,17.579,14.816,31.289,12.51,18.548,18.482,19.396,8.8912,-58.788,68.3,-14.177,330.53,305.44,283.96,184.44,21.814,55.03,15.61,62.22,60.23,57.202,33.071,3,3,2,3,3,2,3,2
-0.6396,-0.38474,0.7311,1.3434,1.055,1.07,1.0945,-16.472,-1.0545,0.55583,0.68106,0.51273,0.54228,0.44109,0.49574,0.55434,46.925,53.192,-16.438,-9.4547,18.292,33.957,26.778,26.898,27.691,-416.83,21.888,0.41626,0.64697,2.009,2.6155,2.2865,2.3637,2.3983,70.958,87.753,8,6,6,7,7,5,7,-1.0242,-3.0277,3.0023,116.46,107.33,93.678,71.901,71.789,97.772,49.037,53.832,51.271,52.619,46.266,47.881,-109.72,55.701,2282.6,2094.9,1825.2,1430.3,140.75,183.57,97.119,194.84,190.04,188.53,169.67,5,5,5,6,6,7,6,0.91175,-0.27658,0.24333,0.98358,0.95289,0.36887,0.94377,73.403,-13.705,0.017009,0.014419,0.017629,0.018199,0.016475,0.011545,0.019274,0.90007,1.2645,10.038,-3.037,2.6845,10.828,10.489,4.0587,10.392,807.91,-150.06,0.94,-0.255,0.271,1.0146,0.97968,0.38396,0.97637,74.873,-11.919,4,3,3,3,3,4,3,-0.73848,0.14241,-1.0547,4.5653,3.1332,3.1006,4.2346,3.5161,1.4822,3.3026,2.3593,2.2255,2.0729,2.524,-16.037,4.3325,-29.695,117.23,80.168,79.456,108.56,4.451,3.049,5.122,9.0525,8.4762,7.5345,8.7823,4,6,4,5,5,6,7,0
-0.13028,-0.78764,0.61655,1.1864,0.97312,1.0884,0.76755,-4.0743,-50.621,0.42545,0.58438,0.22883,0.41385,0.44969,0.45105,0.18635,44.121,38.256,-3.7188,-22.928,17.911,34.646,28.449,31.738,22.392,-125.19,-1446.2,0.63867,0.32153,1.1052,2.2315,1.9824,2.144,1.2733,57.449,33.365,7,4,9,6,5,7,9,-15.243,-1.4723,-5.1785,50.363,47.841,40.605,29.512,28.833,54.54,10.377,39.238,40.772,37.312,17.337,-358.52,-12.462,-120.85,1140.2,1080.9,925.59,662.84,42.866,131.51,13.948,152.27,152.27,131.51,76.759,7,5,4,7,7,6,6,-0.75142,0.58375,0.24267,1.0633,0.96792,0.70321,0.87853,-43.848,42.516,0.20175,0.12461,0.36635,0.094536,0.14795,0.2151,0.11463,20.442,14.383,-8.262,6.3935,2.718,11.663,10.64,7.6648,9.6316,-483.65,464.47,-0.485,0.805,0.831,1.179,1.1783,1.041,1.0978,-4.7426,63.243,2,2,3,2,2,2,2,-5.7242,71.161,-12.462,93.623,90.308,91.657,26.51,18.851,80.175,23.89,60.731,59.93,60.652,19.722,-113.29,1769.1,-299.75,2163.6,2088.6,2121.6,599.99,26.402,213.29,20.427,224.72,215.39,222.71,75.156,3,3,2,4,4,4,5,2
