acc_mean_x_right,acc_mean_y_right,acc_mean_z_right,acc_mean_xyz_right,acc_mean_xy_right,acc_mean_yz_right,acc_mean_zx_right,acc_mean_pitch_right,acc_mean_roll_right,acc_std_x_right,acc_std_y_right,acc_std_z_right,acc_std_xyz_right,acc_std_xy_right,acc_std_yz_right,acc_std_zx_right,acc_std_pitch_right,acc_std_roll_right,acc_auc_x_right,acc_auc_y_right,acc_auc_z_right,acc_auc_xyz_right,acc_auc_xy_right,acc_auc_yz_right,acc_auc_zx_right,acc_auc_pitch_right,acc_auc_roll_right,acc_max_x_right,acc_max_y_right,acc_max_z_right,acc_max_xyz_right,acc_max_xy_right,acc_max_yz_right,acc_max_zx_right,acc_max_pitch_right,acc_max_roll_right,acc_peak_x_right,acc_peak_y_right,acc_peak_z_right,acc_peak_xyz_right,acc_peak_xy_right,acc_peak_yz_right,acc_peak_zx_right,gyro_mean_x_right,gyro_mean_y_right,gyro_mean_z_right,gyro_mean_xyz_right,gyro_mean_xy_right,gyro_mean_yz_right,gyro_mean_zx_right,gyro_std_x_right,gyro_std_y_right,gyro_std_z_right,gyro_std_xyz_right,gyro_std_xy_right,gyro_std_yz_right,gyro_std_zx_right,gyro_auc_x_right,gyro_auc_y_right,gyro_auc_z_right,gyro_auc_xyz_right,gyro_auc_xy_right,gyro_auc_yz_right,gyro_auc_zx_right,gyro_max_x_right,gyro_max_y_right,gyro_max_z_right,gyro_max_xyz_right,gyro_max_xy_right,gyro_max_yz_right,gyro_max_zx_right,gyro_peak_x_right,gyro_peak_y_right,gyro_peak_z_right,gyro_peak_xyz_right,gyro_peak_xy_right,gyro_peak_yz_right,gyro_peak_zx_right,acc_mean_x_left,acc_mean_y_left,acc_mean_z_left,acc_mean_xyz_left,acc_mean_xy_left,acc_mean_yz_left,acc_mean_zx_left,acc_mean_pitch_left,acc_mean_roll_left,acc_std_x_left,acc_std_y_left,acc_std_z_left,acc_std_xyz_left,acc_std_xy_left,acc_std_yz_left,acc_std_zx_left,acc_std_pitch_left,acc_std_roll_left,acc_auc_x_left,acc_auc_y_left,acc_auc_z_left,acc_auc_xyz_left,acc_auc_xy_left,acc_auc_yz_left,acc_auc_zx_left,acc_auc_pitch_left,acc_auc_roll_left,acc_max_x_left,acc_max_y_left,acc_max_z_left,acc_max_xyz_left,acc_max_xy_left,acc_max_yz_left,acc_max_zx_left,acc_max_pitch_left,acc_max_roll_left,acc_peak_x_left,acc_peak_y_left,acc_peak_z_left,acc_peak_xyz_left,acc_peak_xy_left,acc_peak_yz_left,acc_peak_zx_left,gyro_mean_x_left,gyro_mean_y_left,gyro_mean_z_left,gyro_mean_xyz_left,gyro_mean_xy_left,gyro_mean_yz_left,gyro_mean_zx_left,gyro_std_x_left,gyro_std_y_left,gyro_std_z_left,gyro_std_xyz_left,gyro_std_xy_left,gyro_std_yz_left,gyro_std_zx_left,gyro_auc_x_left,gyro_auc_y_left,gyro_auc_z_left,gyro_auc_xyz_left,gyro_auc_xy_left,gyro_auc_yz_left,gyro_auc_zx_left,gyro_max_x_left,gyro_max_y_left,gyro_max_z_left,gyro_max_xyz_left,gyro_max_xy_left,gyro_max_yz_left,gyro_max_zx_left,gyro_peak_x_left,gyro_peak_y_left,gyro_peak_z_left,gyro_peak_xyz_left,gyro_peak_xy_left,gyro_peak_yz_left,gyro_peak_zx_left,class
-0.76927,0.60851,0.04561,1.0526,0.9907,0.70036,0.85051,-47.752,42.532,0.16071,0.10844,0.35584,0.12606,0.13249,0.12865,0.13749,10.316,8.7699,-24.507,19.423,1.4272,33.595,31.595,22.385,27.136,-1524.0,1364.1,-0.49365,0.81641,0.48315,1.344,1.3291,0.85352,1.0713,-33.868,53.7,5,5,6,5,5,6,5,51.389,37.825,-6.3229,88.406,84.12,57.465,68.724,71.972,73.551,24.416,85.518,86.305,63.961,60.342,1203.1,855.81,-158.03,2002.6,1908.3,1300.7,1554.0,191.37,243.17,27.835,308.4,303.75,248.95,196.78,1,3,1,1,1,2,1,-0.18793,-0.26428,0.90441,1.0681,0.46508,0.95854,1.029,7.9161,-1.2914,0.42748,0.13161,0.23895,0.175,0.29066,0.2054,0.16173,47.373,28.029,-4.6246,-6.5842,22.72,26.747,11.467,24.076,25.769,205.29,-34.33,0.64453,-0.021729,1.3201,1.5055,1.0652,1.3911,1.4401,81.361,44.436,4,7,6,6,6,6,6,-10.52,5.0439,6.4796,75.921,64.655,61.563,51.302,42.83,60.454,36.46,29.722,34.529,32.075,23.011,-160.17,111.36,147.07,1237.4,1061.0,997.69,830.3,68.887,117.48,91.601,123.66,117.64,123.51,98.368,3,4,5,5,4,5,4,2
-0.19754,0.53863,0.79876,1.0558,0.63376,0.99872,0.87517,8.3789,69.715,0.29866,0.25898,0.52138,0.5262,0.28634,0.5176,0.5196,27.285,10.531,-7.9144,21.994,32.722,43.199,25.85,40.903,35.8,344.57,2856.4,0.69702,1.7961,3.676,4.1651,1.9583,4.0914,3.7579,85.628,87.667,8,7,9,12,7,10,11,-15.277,28.757,55.221,100.8,72.808,95.268,69.863,31.945,78.859,42.27,52.605,53.408,51.25,33.97,-453.8,751.33,1614.2,2895.6,2071.7,2730.4,2052.5,83.613,186.52,131.92,207.02,186.58,189.38,132.91,3,4,3,3,5,3,5,-0.58211,-0.4917,0.59417,0.98425,0.76839,0.77666,0.85073,-36.76,-26.536,0.10823,0.066119,0.15103,0.048437,0.076665,0.13576,0.036573,15.172,5.3039,-13.843,-11.721,14.482,23.586,18.274,18.732,20.437,-874.38,-629.07,-0.43237,-0.41357,0.83789,1.1008,0.9469,0.99857,0.95749,-8.5853,-19.03,4,5,4,7,3,3,7,-22.505,23.004,5.1731,67.829,63.881,59.242,33.275,20.243,65.183,21.3,36.781,37.725,39.551,15.925,-356.69,399.95,80.45,1075.4,1008.8,939.33,537.54,28.399,107.32,36.021,165.75,165.73,163.3,65.981,4,2,4,3,3,3,4,2
0.36048,0.75532,0.3695,0.98066,0.89683,0.85427,0.57501,33.93,63.289,0.2981,0.27224,0.13645,0.22739,0.23411,0.2628,0.20162,18.541,17.888,8.6681,17.927,8.7657,23.277,21.275,20.288,13.64,819.8,1516.6,0.88452,1.1934,0.57251,1.2771,1.203,1.2615,0.98283,55.067,89.913,6,3,4,4,4,3,5,-1.9868,15.556,-84.424,129.48,91.865,118.55,100.31,54.891,90.778,38.875,51.97,49.75,50.895,37.194,5.6098,220.63,-1250.3,1892.5,1333.8,1745.6,1462.2,96.845,130.95,3.8567,204.76,168.69,188.54,157.73,2,3,0,3,3,3,2,0.84316,-0.48016,0.2692,1.0437,0.99767,0.56149,0.90419,61.357,-27.134,0.24064,0.17482,0.1406,0.17433,0.18127,0.19412,0.20592,12.365,14.134,26.028,-14.786,8.1547,32.185,30.807,17.227,27.869,1901.2,-847.27,1.6345,-0.035645,0.58008,1.7184,1.7094,0.90979,1.6439,87.731,-1.9137,6,5,6,8,7,5,7,-30.187,41.44,-17.189,130.38,123.02,98.327,88.212,95.035,89.754,44.602,63.743,61.223,43.35,63.31,-504.41,730.1,-276.23,2005.4,1888.1,1505.6,1370.3,107.18,179.5,44.939,239.69,226.57,184.47,230.05,2,3,2,4,4,3,3,2
-0.84793,-0.41221,-0.31358,0.99762,0.94313,0.52336,0.90795,-62.847,-20.708,0.059472,0.035065,0.092682,0.071224,0.064497,0.062931,0.069496,1.6596,4.2632,-23.675,-11.569,-8.6935,27.857,26.357,14.616,25.329,-1756.8,-586.48,-0.66724,-0.32886,-0.1936,1.1934,1.0565,0.7328,1.0935,-58.964,-7.6485,8,8,9,8,8,9,8,26.343,10.648,-1.431,44.544,43.542,18.002,40.595,34.049,13.823,9.1495,14.433,14.649,7.5554,15.803,673.43,241.39,-45.183,1001.7,979.03,410.16,910.42,48.064,26.052,23.643,106.86,104.21,34.859,106.34,7,6,4,5,5,7,7,-0.86817,-0.046917,-0.5035,1.005,0.86969,0.50612,1.0037,-86.824,11.258,0.030334,0.020791,0.0222,0.033947,0.029397,0.02101,0.034767,1.5177,2.2788,-9.535,-0.5015,-5.542,11.043,9.5505,5.5687,11.03,-955.99,124.92,-0.788,-0.024,-0.445,1.0474,0.91032,0.5273,1.0471,-83.638,13.601,3,1,2,2,2,2,2,3.5011,-1.471,5.0838,13.781,11.97,12.049,8.8025,6.0065,13.489,4.2108,8.9223,9.1415,8.798,3.5659,71.587,-11.677,120.64,303.71,260.49,265.29,198.27,13.415,27.683,13.963,31.623,29.453,31.005,16.549,2,6,3,6,6,7,3,1
0.77773,0.46537,0.46862,1.0204,0.90639,0.66048,0.90804,62.125,39.287,0.012798,0.0078946,0.0081386,0.011529,0.011044,0.0085472,0.012719,0.55042,0.56865,21.77,13.036,13.13,28.572,25.376,18.503,25.424,1739.1,1100.7,0.80688,0.4834,0.48511,1.047,0.93341,0.67339,0.93599,63.16,40.455,10,8,7,10,10,8,9,-0.71092,0.033952,-1.0172,3.1529,2.6608,2.5288,2.3184,1.8329,2.1523,1.5025,1.2039,1.0513,1.1293,1.2647,-14.207,1.9817,-19.947,64.744,54.633,51.416,47.982,1.8902,3.1707,2.1037,6.8625,5.6237,6.0781,5.0615,6,6,6,6,7,6,6,0.69063,-0.38455,0.46384,1.0053,0.83278,0.6951,0.88121,65.873,-12.028,0.19989,0.27557,0.28392,0.14452,0.21261,0.18132,0.18346,17.2,30.569,23.73,-13.11,15.562,34.227,28.499,23.48,30.037,2240.8,-410.39,1.0745,0.015869,0.80298,1.2582,1.1664,0.97742,1.212,89.701,33.789,9,5,8,7,7,8,8,-1.4945,8.361,-4.095,13.661,10.988,11.821,10.072,7.5744,8.2632,9.939,11.089,8.6712,10.582,8.399,-35.793,211.29,-101.23,345.46,279.92,297.17,254.03,6.3567,27.591,6.7378,38.969,30.392,36.92,28.306,6,9,4,7,8,7,4,2
0.76958,0.4629,0.2252,1.0313,0.95775,0.63087,0.86697,59.922,31.221,0.19883,0.33561,0.31598,0.19415,0.19271,0.27267,0.16282,11.98,25.211,20.122,11.697,5.7511,26.652,24.815,16.064,22.525,1570.0,787.33,1.1387,0.9104,0.92065,1.3823,1.2709,1.2503,1.1619,88.141,66.34,7,3,7,7,7,5,7,-16.608,-41.068,-12.918,59.315,55.694,48.857,33.996,35.711,50.928,21.317,53.49,51.668,49.864,31.291,-337.34,-821.17,-260.35,1179.1,1107.9,972.19,673.44,21.601,19.787,12.896,154.97,154.45,144.89,110.44,2,4,6,4,4,5,2,0.26193,-0.47002,0.78604,1.0147,0.60358,0.94152,0.87772,49.075,-35.222,0.31593,0.23805,0.28096,0.32798,0.27981,0.29284,0.30167,22.059,37.941,6.2993,-10.551,17.074,22.256,13.481,20.616,19.138,1130.3,-798.0,1.0898,-0.014893,1.3018,1.7656,1.3915,1.4575,1.539,87.588,40.219,7,6,7,8,7,7,8,-2.884,2.2038,-3.9271,72.642,69.145,65.582,31.761,27.457,74.143,23.585,36.007,35.28,39.48,16.61,-67.82,24.085,-95.838,1481.2,1410.7,1333.5,651.47,41.601,126.91,38.613,138.26,133.55,131.86,66.027,5,5,8,7,7,6,5,2
-0.30244,-0.8678,-0.077942,1.062,0.94996,0.98724,0.55191,-9.2513,-69.193,0.24342,0.27272,0.4433,0.20653,0.2713,0.21776,0.20258,21.197,16.663,-8.0704,-23.746,-2.4756,28.738,25.881,26.796,14.626,-250.95,-1880.1,0.021484,-0.4563,0.88892,1.5236,1.4717,1.4983,0.94749,31.197,-29.289,8,5,5,7,8,6,7,-49.74,110.91,20.824,159.25,153.68,143.0,68.603,51.387,136.13,23.138,105.11,109.03,104.72,35.881,-1033.5,2285.0,452.15,3271.8,3170.2,2931.4,1409.5,58.933,359.48,46.326,376.81,376.26,360.06,142.91,5,3,6,4,4,4,6,-0.4505,0.86692,0.49525,1.4689,1.2065,1.1941,1.0799,-7.7189,57.976,0.6939,0.45328,0.71917,0.39898,0.37436,0.50455,0.46415,51.563,22.671,-5.54,9.246,5.3195,15.902,13.013,12.849,11.739,-112.2,630.92,1.019,1.451,1.876,2.0363,1.7207,1.9806,1.9347,76.802,78.377,1,2,2,3,2,3,3,7.9269,66.159,25.696,219.77,185.72,198.06,141.4,96.602,169.85,119.68,86.178,82.598,86.575,59.561,171.8,1720.7,613.35,5069.7,4293.8,4556.2,3281.7,192.81,284.69,263.78,369.92,330.87,361.5,275.21,3,3,2,3,3,3,4,2
-0.58838,-0.84662,0.15352,1.1312,1.0966,0.90091,0.64867,-31.75,-54.069,0.39288,0.29787,0.20042,0.28907,0.3143,0.23481,0.37648,21.257,23.848,-17.655,-24.542,4.5764,33.074,32.037,26.168,19.381,-953.54,-1536.5,0.068115,-0.081055,0.67285,1.7198,1.6924,1.3453,1.4794,5.6048,14.033,7,4,9,7,6,7,6,25.665,37.345,-1.0852,147.23,140.12,102.74,104.21,114.3,115.4,42.112,88.028,89.988,74.587,65.03,714.73,861.98,-68.178,3698.7,3520.9,2555.0,2641.6,237.77,257.55,77.088,360.06,356.77,289.79,244.82,3,4,3,4,5,5,4,-0.72725,0.56,0.091917,1.1419,0.96941,0.78644,0.95933,-35.823,47.717,0.42508,0.27554,0.58927,0.33104,0.38794,0.31589,0.3319,32.171,20.269,-7.944,6.2195,0.5215,12.565,10.686,8.6658,10.493,-386.68,527.58,-0.069,1.101,0.905,1.6088,1.5792,1.4271,1.4147,25.313,74.756,2,3,3,3,3,3,2,35.407,-73.516,44.367,197.35,182.61,168.76,107.52,109.18,185.14,50.7,130.87,135.45,121.74,76.082,862.07,-1730.5,1053.6,4682.3,4331.0,3997.7,2561.7,202.5,229.27,138.11,473.56,473.04,453.05,243.34,3,2,2,3,3,3,2,2
0.49896,0.62801,0.5786,1.0136,0.8109,0.87268,0.779,48.223,58.526,0.11885,0.10454,0.19575,0.11122,0.10182,0.12541,0.16895,9.4222,6.832,14.527,18.276,16.649,29.377,23.609,25.251,22.524,1394.6,1695.1,0.71558,0.76953,1.0317,1.2525,0.9684,1.1818,1.1123,63.388,71.401,6,6,7,6,8,6,5,3.5567,-32.648,-28.403,56.585,45.65,52.1,35.882,24.809,50.274,11.102,43.439,45.712,42.057,15.756,82.073,-718.81,-612.49,1228.0,995.33,1131.1,774.34,51.738,18.933,-3.064,171.39,166.79,163.39,65.035,2,4,2,3,4,3,3,0.92318,-0.47958,0.05174,1.0907,1.0701,0.53742,0.95522,62.796,-25.711,0.26365,0.23271,0.18967,0.22581,0.24166,0.17863,0.21413,10.243,16.294,24.803,-12.893,1.4595,29.364,28.788,14.511,25.699,1695.3,-692.94,1.4358,0.18604,0.60352,1.5835,1.5651,1.1693,1.4558,86.226,19.581,7,7,6,8,7,7,7,-11.578,65.537,-13.466,87.164,82.578,80.337,32.733,33.393,130.05,27.407,125.17,124.65,124.91,32.843,-283.58,1607.9,-332.91,2147.3,2032.8,1977.6,810.58,28.811,499.5,33.171,504.42,499.5,504.42,128.64,7,6,4,5,6,7,5,2
0.066457,0.56659,0.87262,1.1893,0.75876,1.0635,1.0248,36.762,67.168,0.54753,0.17426,0.33838,0.32077,0.26267,0.30689,0.34295,30.262,14.108,0.95508,13.002,19.889,27.121,17.33,24.265,23.337,817.23,1548.4,0.81128,0.9231,1.6621,2.0221,1.3193,1.9012,1.7992,72.277,89.509,2,2,3,3,3,4,3,2.4839,17.911,0.16948,122.01,98.425,119.29,63.386,27.142,107.73,88.568,68.687,48.954,68.355,65.717,37.835,401.77,92.53,1912.3,1568.6,1871.6,948.26,35.64,198.09,77.119,266.88,206.54,265.84,243.6,4,4,3,4,4,4,4,0.76605,-0.3591,0.49872,1.0322,0.86486,0.64171,0.95501,68.406,-11.349,0.23382,0.16862,0.21783,0.16158,0.22304,0.20135,0.1513,9.6349,15.164,21.5,-10.276,13.913,28.967,24.348,18.021,26.746,1901.2,-338.67,1.3103,0.0080566,1.0989,1.3881,1.3207,1.248,1.3536,89.029,23.723,8,4,7,6,7,6,7,33.047,17.87,14.563,164.64,154.18,140.34,90.323,76.871,156.4,53.543,80.082,82.666,84.591,39.514,588.22,220.58,219.67,3120.9,2928.1,2651.7,1702.5,109.24,163.93,91.067,397.94,397.78,389.63,174.13,4,4,4,5,5,4,5,2
-0.084985,0.25221,0.98065,1.0272,0.3007,1.0135,0.99469,23.277,72.136,0.14438,0.051609,0.13472,0.13389,0.053783,0.13696,0.13196,30.176,10.891,-1.4639,4.8473,18.743,19.619,5.704,19.378,18.99,486.33,1386.0,0.2561,0.34131,1.3123,1.3479,0.39005,1.3478,1.3123,67.586,89.548,6,6,5,5,6,6,5,5.3659,-1.9309,-30.24,36.155,13.723,35.064,32.658,10.351,16.746,23.478,23.363,14.751,22.183,22.889,51.837,-16.936,-331.2,398.87,150.64,388.37,357.55,26.692,20.595,3.5213,79.405,52.912,74.784,64.946,3,3,2,3,4,3,2,0.79431,-0.71734,-0.29782,1.1526,1.088,0.82177,0.87948,51.038,-35.943,0.21126,0.20201,0.27715,0.25527,0.21476,0.20835,0.25683,10.275,18.17,26.298,-24.038,-9.6582,38.181,36.101,27.264,29.051,1669.5,-1205.5,1.4065,0.019287,0.30029,1.8886,1.5608,1.3956,1.7631,88.745,32.995,7,5,7,5,6,5,7,-2.8322,2.6771,2.4096,9.0473,7.767,8.3334,4.787,1.5704,8.358,3.2658,4.4671,5.0569,4.6937,1.9285,-81.044,70.587,65.8,248.6,213.45,228.01,134.6,-0.25915,20.655,7.4085,20.886,20.882,20.66,8.0888,7,5,6,5,7,5,6,2
-0.54214,-0.82035,-0.34311,1.2067,1.0885,1.0005,0.74134,-30.582,-41.902,0.34555,0.46414,0.38989,0.32104,0.33099,0.3875,0.35899,29.159,35.076,-16.725,-24.007,-10.797,35.965,32.316,29.578,22.758,-946.79,-1212.8,0.15674,-0.13062,0.47803,1.8603,1.8387,1.8123,1.425,20.133,44.63,8,7,6,7,4,7,7,-28.586,108.48,19.282,157.73,147.18,132.69,84.763,70.902,110.82,46.524,83.991,88.628,93.55,30.757,-749.48,2643.5,459.29,3803.6,3544.5,3216.1,2038.4,110.73,348.9,99.451,356.46,354.58,350.81,129.99,5,5,3,7,6,6,5,-0.79407,0.44733,0.54467,1.0729,0.9216,0.71836,0.96513,-55.348,40.793,0.08212,0.14202,0.1153,0.12093,0.082984,0.11321,0.12436,10.172,7.0512,-10.996,6.3755,7.5575,14.893,12.792,10.008,13.375,-764.05,577.4,-0.673,0.684,0.839,1.3521,1.1225,0.97669,1.2562,-43.264,51.086,4,3,3,4,4,2,4,-0.35011,0.7543,-6.7547,24.458,21.754,19.931,15.949,17.452,22.996,12.218,20.238,18.511,17.708,15.403,2.285,28.628,-155.06,610.32,546.65,499.81,388.54,28.537,56.098,6.829,78.011,71.085,69.128,60.628,3,5,4,5,5,5,4,2
-0.99861,0.051883,0.16418,1.0147,1.0005,0.17537,1.0129,-86.885,4.5888,0.017301,0.033729,0.041329,0.015882,0.017649,0.041387,0.015232,1.685,2.2715,-43.928,2.259,7.238,44.639,44.01,7.7235,44.558,-3824.1,200.81,-0.96094,0.10449,0.22314,1.0465,1.0408,0.24213,1.0436,-83.952,8.5854,9,5,8,8,8,8,8,1.187,7.0076,-2.0488,10.824,9.5759,8.8407,7.2399,6.3224,7.1866,3.7219,6.393,7.0014,6.308,2.3241,33.323,206.84,-63.59,319.04,282.1,261.08,213.48,11.905,23.384,5.122,26.241,26.24,23.384,11.906,3,7,4,5,4,5,6,-0.29323,-0.05086,0.87551,0.96289,0.30931,0.88559,0.95756,-66.575,26.769,0.21273,0.086396,0.16264,0.066565,0.21297,0.13484,0.069916,41.401,22.962,-7.5192,-1.2726,23.886,25.914,7.9443,24.102,25.789,-1784.1,734.68,0.049561,0.027832,1.05,1.0507,1.0038,1.0506,1.0502,75.409,46.194,6,7,6,4,6,6,5,-17.616,41.608,3.8491,98.341,84.015,77.198,75.037,69.242,66.22,56.809,66.556,62.639,56.553,49.635,-343.55,878.25,39.954,2032.5,1725.3,1578.5,1584.4,64.771,193.4,110.59,269.84,247.11,221.71,194.44,2,4,1,3,3,3,2,1
-0.22583,0.38615,0.81591,1.2044,0.75252,1.0236,1.0821,-3.5371,54.953,0.63136,0.36339,0.54614,0.47942,0.39443,0.43787,0.48124,60.298,17.839,-8.9774,15.781,33.591,49.584,30.926,42.169,44.549,-124.93,2255.4,1.2517,1.3625,2.6401,2.9921,1.7749,2.7728,2.8695,89.416,84.472,8,9,9,9,9,9,10,11.206,-47.875,17.353,131.17,87.868,124.52,99.336,44.171,84.874,109.9,78.91,60.514,76.865,65.195,320.58,-1359.6,462.2,3743.2,2505.2,3551.6,2836.5,106.39,76.22,215.15,298.64,231.27,291.45,222.18,8,6,3,4,6,5,5,-0.52805,-0.47433,0.56372,1.0239,0.74613,0.83221,0.85527,-37.067,-21.062,0.20737,0.28642,0.3704,0.16134,0.26448,0.25136,0.19925,26.312,33.449,-12.503,-11.63,13.76,24.628,17.917,20.241,20.44,-860.53,-525.56,-0.02124,-0.085938,1.0579,1.2582,1.1948,1.1429,1.1988,19.128,38.057,6,6,6,6,7,7,7,1.3338,-3.3169,16.966,72.356,67.877,59.107,42.175,45.032,65.482,20.298,39.471,38.763,36.782,29.662,20.427,-16.082,359.57,1527.9,1434.2,1238.5,898.66,111.43,143.63,48.948,154.21,154.03,143.82,111.52,2,5,3,7,7,7,4,2
-0.73397,-0.46274,0.56958,1.1947,0.97522,0.85004,1.0188,-40.744,-13.472,0.44205,0.48478,0.32636,0.41716,0.4742,0.38818,0.34737,39.427,40.063,-19.578,-12.381,15.25,31.997,26.063,22.893,27.232,-1108.8,-349.66,0.11499,0.26392,1.3901,2.3247,1.8632,1.9452,1.8849,46.838,59.505,8,3,6,7,8,4,6,30.965,48.43,8.9845,124.57,117.06,96.137,75.53,71.805,92.516,43.716,53.727,52.887,57.561,46.569,633.54,848.12,137.49,2429.4,2287.9,1833.7,1515.8,167.38,191.94,108.66,198.99,198.71,198.29,169.81,3,3,2,4,5,4,4,0.43087,-0.43847,0.85427,1.2509,0.84713,1.0707,1.0693,53.224,-6.7446,0.49622,0.46028,0.3409,0.29094,0.30676,0.29596,0.34394,25.575,50.947,5.6545,-6.1065,12.131,17.38,11.722,15.159,14.739,729.0,-95.803,1.4,0.627,1.344,1.9554,1.5478,1.4658,1.8407,87.869,72.055,5,4,3,4,6,4,4,-22.541,12.667,23.941,145.83,122.57,122.48,95.921,76.844,117.93,92.595,87.124,70.048,87.545,77.762,-668.72,478.35,702.32,3770.9,3155.5,3156.1,2497.5,132.32,228.84,286.4,349.97,260.25,343.63,294.31,6,6,6,7,7,6,6,2
-0.88704,-0.36025,0.27392,1.276,1.0392,0.75616,1.2008,-46.468,0.31761,0.47055,0.25764,0.72617,0.39916,0.34559,0.46434,0.3888,46.956,27.106,-29.411,-11.767,8.4791,42.157,34.444,24.74,39.701,-1546.8,4.5069,0.46704,0.094971,1.6194,2.3154,1.9964,1.8302,2.2705,72.492,48.796,6,5,3,6,5,5,6,16.184,1.0467,-7.4263,160.3,140.55,120.96,122.45,104.06,102.33,78.914,32.33,31.017,38.591,41.729,495.85,-95.031,-246.02,3669.8,3210.5,2762.5,2811.3,139.57,163.72,161.48,218.33,198.37,192.22,203.76,4,5,2,5,6,6,6,0.762,-0.17375,0.42817,1.1735,0.90726,0.78098,1.0946,70.7,-2.0221,0.43935,0.45576,0.67953,0.47597,0.41128,0.48685,0.42556,11.663,26.228,8.6715,-1.846,4.3875,13.148,10.352,8.5839,12.232,781.03,-23.431,1.527,0.585,1.924,2.2601,1.6037,2.2482,1.9379,88.618,27.953,3,3,3,4,3,4,4,-40.701,55.226,-23.61,129.94,115.42,104.19,87.292,97.55,106.8,61.015,111.89,109.24,86.98,87.166,-1040.5,1308.9,-605.88,3033.8,2696.3,2454.1,2013.5,133.96,346.22,89.207,414.72,398.13,365.01,336.69,4,4,5,4,4,6,5,2
-0.56602,-0.81728,-0.23015,1.0893,1.0046,0.92339,0.67986,-27.317,-47.67,0.1359,0.20441,0.37127,0.21844,0.19647,0.20819,0.25373,15.707,23.692,-16.466,-23.845,-6.2329,31.468,29.281,26.607,19.473,-815.48,-1415.6,-0.33228,-0.47974,0.71338,1.8678,1.8676,1.5861,1.3639,22.791,30.928,6,5,3,5,7,5,6,6.9078,-20.798,-46.245,107.39,89.652,99.576,65.076,53.968,113.93,46.348,93.656,89.628,86.547,54.131,251.89,-706.65,-1128.6,2594.6,2148.1,2406.0,1587.4,120.47,332.82,17.927,391.29,363.62,362.85,205.77,5,4,3,4,4,4,5,-0.88183,-0.076167,-0.46733,1.0047,0.88516,0.47385,1.0018,-84.959,7.8543,0.035151,0.00883,0.084884,0.012864,0.03513,0.083177,0.012946,0.61562,4.1858,-9.689,-0.8405,-5.175,11.055,9.7258,5.246,11.022,-934.26,87.657,-0.842,-0.061,-0.328,1.0279,0.94791,0.54787,1.0258,-83.795,12.243,2,2,1,2,2,2,2,-1.5447,-13.747,-1.0594,15.713,15.564,14.315,4.4731,4.4934,14.698,1.4669,13.476,13.534,14.238,2.2639,-30.488,-323.87,-23.597,367.87,364.53,337.19,100.42,7.561,1.951,1.098,45.536,45.533,45.368,8.8134,2,6,4,6,6,6,4,1
0.87263,0.51121,0.0049561,1.0467,1.0251,0.54947,0.89912,60.242,32.194,0.13147,0.14085,0.21385,0.087697,0.090383,0.15367,0.1204,8.9878,10.177,25.305,14.843,0.012207,30.357,29.725,15.967,26.078,1746.3,934.98,1.0688,0.69678,0.31812,1.2177,1.2109,0.74692,1.0812,72.381,45.455,7,6,6,9,9,9,8,-0.8346,-1.888,20.7,80.336,73.755,70.283,39.45,39.76,92.267,19.582,64.339,66.125,64.435,27.889,20.053,-26.128,389.42,1557.9,1436.5,1374.1,741.58,97.713,231.31,53.857,231.58,231.54,231.35,101.97,3,5,3,2,2,3,4,0.87027,-0.361,0.23013,1.0058,0.95863,0.4791,0.92204,67.5,-18.758,0.25508,0.16249,0.19761,0.23945,0.2433,0.13324,0.25108,10.882,13.079,28.135,-11.432,7.4802,32.282,30.875,15.134,29.656,2173.3,-585.47,1.7356,0.00024414,0.56885,1.8855,1.8097,0.77073,1.8145,89.985,6.2788,7,5,5,7,7,6,7,-35.4,-12.104,19.53,207.28,175.49,168.62,151.12,104.43,158.47,120.12,85.47,72.28,101.53,55.9,-804.57,-208.97,309.66,4365.4,3716.0,3571.7,3144.4,152.58,234.8,229.66,393.48,344.41,374.14,275.73,4,3,3,4,5,4,5,2
0.63424,0.49664,0.3645,1.1298,0.90708,0.78388,0.97362,55.549,45.415,0.50063,0.32527,0.55726,0.39323,0.41994,0.41594,0.36554,26.922,23.37,17.171,13.814,10.632,31.383,24.945,22.095,26.989,1547.3,1287.1,1.6282,1.2917,1.9048,2.0013,1.7628,1.9083,1.998,86.019,89.369,6,6,4,4,5,5,5,-15.828,27.061,2.2235,231.28,220.79,197.23,115.34,113.3,226.62,76.769,122.81,118.96,131.41,71.146,-314.73,682.19,35.732,4975.3,4746.2,4250.4,2479.6,191.83,499.5,92.683,538.08,502.95,534.85,206.01,4,2,2,3,3,3,5,0.49249,-0.5515,0.3487,1.2498,1.0185,0.8781,1.0605,39.835,-19.252,0.74418,0.4637,0.68647,0.55861,0.50923,0.57242,0.48509,43.169,44.049,12.875,-14.8,9.2638,33.218,26.999,23.408,28.183,1015.8,-505.91,1.4729,0.14258,1.8613,2.4208,2.0602,2.4205,2.1067,79.559,67.694,6,7,6,5,5,4,6,-5.3789,20.147,-1.2551,81.611,77.971,76.854,27.908,25.986,89.892,21.759,51.906,53.189,52.726,19.051,-144.75,368.91,-28.598,1623.9,1547.6,1540.5,554.17,47.591,181.54,36.692,196.9,189.56,189.19,76.235,3,3,4,4,5,5,4,2
