class,Frame,L5 x_mean,L5 x_std,L5 x_min,L5 x_max,L5 x_auc,L5 x_peaks,L5 y_mean,L5 y_std,L5 y_min,L5 y_max,L5 y_auc,L5 y_peaks,L5 z_mean,L5 z_std,L5 z_min,L5 z_max,L5 z_auc,L5 z_peaks,T12 x_mean,T12 x_std,T12 x_min,T12 x_max,T12 x_auc,T12 x_peaks,T12 y_mean,T12 y_std,T12 y_min,T12 y_max,T12 y_auc,T12 y_peaks,T12 z_mean,T12 z_std,T12 z_min,T12 z_max,T12 z_auc,T12 z_peaks,class_mean,class_std,class_min,class_max,class_auc,class_peaks,RMS_xy_mean,RMS_xy_std,RMS_xy_min,RMS_xy_max,RMS_xy_auc,RMS_xy_peaks,RMS_yz_mean,RMS_yz_std,RMS_yz_min,RMS_yz_max,RMS_yz_auc,RMS_yz_peaks,RMS_zx_mean,RMS_zx_std,RMS_zx_min,RMS_zx_max,RMS_zx_auc,RMS_zx_peaks,RMS_xyz_mean,RMS_xyz_std,RMS_xyz_min,RMS_xyz_max,RMS_xyz_auc,RMS_xyz_peaks,Roll_mean,Roll_std,Roll_min,Roll_max,Roll_auc,Roll_peaks
0,0,0.011449270183333329,0.13386166446281383,-0.315158103,0.375157533,0.4705163320833332,16.0,-0.012295388266666672,0.12185320836002471,-0.276572105,0.320081712,-0.9767109966666666,17.0,0.005903762966666666,0.0802131889153034,-0.155134488,0.24497872,0.4647415393333332,18.0,0.03011009388333333,0.24123331625996808,-0.59575254,0.706717262,1.4113185532499997,15.0,-0.01249211446666667,0.2133731577834502,-0.516122107,0.568088713,-1.144109871583333,16.0,0.014985464933333335,0.13656577394604272,-0.292990345,0.3292543,1.1481351907500001,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14932632251671332,0.10187201444205225,0.012398984931365833,0.4633463214017675,8.929089507673018,18.0,0.12236266223556608,0.07902626001839433,0.018724509470093707,0.4030717995713535,7.274894194723554,20.0,0.12161411211740396,0.09737136919206363,0.0071461514076826,0.39117434136713886,7.203661662739932,20.0,0.1671055982478683,0.105480913207117,0.028477029697522985,0.5026849478652052,9.93440487182883,18.0,-4.968204916410271,46.89550780027561,-77.56426396989481,85.76798309441152,-391.6550564062093,18.0
0,1,-0.03152129516666667,0.35114433256928973,-0.80505067,1.370929796,-2.0075573725,16.0,0.011113236399999999,0.20136594954690307,-0.500589123,0.404245571,0.5604335266666667,15.0,0.05960233553333334,0.32160143751552933,-0.5766213,1.409119297,3.621299577166667,14.0,-0.07669321009999999,0.6447049944943681,-1.537697218,2.398997254,-5.144493718833333,16.0,0.020323238633333345,0.3440864477969031,-0.964692175,0.747397892,0.9855182942499998,13.0,0.11081293465,0.6066383768762599,-1.083131755,2.670527442,6.742527173833333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321860381519569,0.24420622504994946,0.03713828438551431,1.395021266898844,19.528578719519732,20.0,0.27202131379220584,0.26919178849875125,0.02600342123901047,1.4109000548327784,16.820296690557516,19.0,0.32755347929610035,0.3496328511746288,0.01132485963881107,1.8935051296840824,19.706086214939216,19.0,0.3925446295557443,0.33959350518186293,0.06678640897759214,1.9110200170797236,23.896586702213927,19.0,1.7905390233570915,39.86045335408652,-87.82795051153795,76.09722347333805,119.40346618934042,14.0
0,2,0.022407145299999997,0.6054437970050764,-1.30340764,1.292384058,1.5148443084166665,18.0,0.02555451791666667,0.4313445163785201,-0.877881972,0.872092877,3.4926249569999994,16.0,-0.05288907028333333,0.3630173821282932,-1.440438859,0.40493936,-2.1367869279999994,15.0,0.015884806850000006,1.1334649554553624,-2.469104695,2.444353904,0.8886354712500003,17.0,0.06367537511666664,0.7379150180183669,-1.659461222,1.559536208,6.207519145166664,16.0,-0.08799785941666666,0.6121446529970149,-2.719070721,0.761208086,-4.1771962555,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6421795582860225,0.3666205819008076,0.05845822301598517,1.4276671624135586,36.791584838339524,19.0,0.46118162060830653,0.3241220469534899,0.024103714612359856,1.6562766923297758,25.552953316839506,18.0,0.5961726077007419,0.3745039249208614,0.10031271550327746,1.679811354238195,34.00166002324655,19.0,0.7204336745130326,0.40074873875150385,0.11639553890416808,1.8953740904080563,41.057724378721474,18.0,6.058139928330371,35.59220863478503,-63.99295936729364,66.83899541155242,484.7674648979842,16.0
0,3,0.03501861961666666,0.568312236024793,-1.107644913,1.375268028,2.1510444748333324,13.0,-0.13783155034999997,0.48005602000784026,-1.120733563,1.046369201,-8.916172444083335,17.0,-0.005341393699999999,0.41865134192011144,-1.119374648,1.06721907,-1.0127369937499997,15.0,0.0850293073833333,1.0465161702343175,-2.084278239,2.628991801,4.7512005255,13.0,-0.24964371966666662,0.8779484673306585,-2.116972259,1.874395101,-16.31777992933333,15.0,-0.009903346933333335,0.7717109242643576,-2.116419644,1.785675123,-1.864989718583333,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6596794696570875,0.3625552548419209,0.09468346197555627,1.7424123603130146,39.18633957063504,15.0,0.5633844968015527,0.31982727089105667,0.02683088450304481,1.4245485815564907,33.47193382070945,17.0,0.6054234279578645,0.35605311220376956,0.014099636978042555,1.666151891491606,36.18390295734309,16.0,0.7705922695598088,0.38133986601877146,0.09841059492746303,1.9800759606776752,45.83860611023051,15.0,-10.438523607349818,37.29840738660301,-73.28481404613309,89.19635674876987,-687.9118436101425,18.0
0,4,-0.07221892038333334,0.6994953089641847,-1.870131612,1.844777185,-4.503170382666666,14.0,0.02769749981666668,0.913176849634277,-2.486365709,3.146030859,1.3023434989999993,15.0,0.03975561416666666,0.576096373872943,-1.352828061,1.52776069,1.6322830373333335,18.0,-0.12872700731666667,1.3381760234156013,-3.545317594,3.705222577,-8.477854914249999,16.0,0.03964388103333336,1.7138440386638971,-4.717446342,5.927429906,2.110701310083337,14.0,0.07053509730000002,1.043420960908522,-2.55009312,2.883646592,3.1782663772499986,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9158349391418406,0.6901448927279689,0.05684654094802607,3.2089218352613997,56.34918301118839,15.0,0.8516548026070604,0.6561684610091797,0.036592099731707024,3.2330066530093036,53.60497480180344,19.0,0.7571525009498152,0.49507117675852813,0.07055550643974964,2.0981498172761506,45.17243087891609,20.0,1.0703615561667483,0.7054587438044069,0.07898157394887319,3.2942375745291246,65.91184764566725,16.0,2.741787769870036,42.30779751822346,-76.3075278010293,74.39950056302075,101.14110727164179,13.0
0,5,-0.046967772883333356,1.0661205892538521,-2.809961698,2.098333984,-2.797340800749997,15.0,0.019658860750000017,1.2462357290275106,-4.07880999,2.169644852,1.4333819490000024,15.0,-0.002611438149999997,0.8162197669857476,-2.102541491,1.717808975,-1.4161708270000002,14.0,-0.0799451333833333,2.020972468140733,-5.288927771,4.009467723,-4.7943783847499954,16.0,0.04784918174999996,2.329017479941125,-7.729149255,4.073023559,4.71278789183333,15.0,0.002463440833333345,1.4896239167681393,-3.970625345,2.862074496,-1.4066906129166665,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.382576966424519,0.8651215457809025,0.12606185168132333,4.953037015685512,81.61028553852287,19.0,1.2664497142094966,0.7672278795093671,0.2270384525664204,4.546555778390131,75.26158645178428,17.0,1.0938940200690723,0.7669371304472721,0.0030299063001941167,3.454035792477537,63.91963481472194,17.0,1.5778187952110803,0.90932247131152,0.2517578884618762,5.344815636693161,93.09944279032416,18.0,6.448915285179848,48.095565880925726,-82.92393733278531,89.43837963160455,398.78103496764777,16.0
0,6,-0.1776793746833333,2.3339021909236175,-9.529681273,4.685898759,-9.13878517291667,14.0,-0.03831363050000002,1.9017545912214473,-6.552340009,5.171491866,-3.0926259067499986,15.0,0.0083890304666667,1.2575773544359918,-5.412101845,2.695453543,-2.780766401250001,18.0,-0.3422523370333333,4.384333051992652,-17.96157321,8.872656769,-17.38958187933333,14.0,-0.06126122193333335,3.4096534582369364,-12.36643842,9.746358801,-2.717426939916665,15.0,0.021011444733333343,2.391519461803004,-10.22548842,5.088845247,-3.3927691648333327,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009097929043919,2.234385488335789,0.08349425737218995,11.564946379404835,116.36496721847423,18.0,1.6421345185841207,1.5676175397718926,0.19024355534018683,7.085099109822909,96.58664571566432,18.0,1.849443927225356,1.8927124463801877,0.074013894782797,9.903549614529032,108.59083808045558,16.0,2.31115907284351,2.2906223553676903,0.2840287281534471,11.874908612742258,135.14794851328156,15.0,-1.9068838486977362,37.11259307754871,-73.79841061051775,77.685726675098,-175.45605829933004,15.0
0,7,0.0787585312,0.6984071412415017,-1.771807114,1.451681769,5.106088066499998,18.0,0.03415637528333333,0.6354589871579389,-2.125494985,1.213842029,1.001708375166666,15.0,-0.018290837149999992,0.5552124357347223,-1.136447508,1.547144596,-1.6883555689166667,14.0,0.16621326753333335,1.3060102666131093,-3.301383758,2.871332578,10.728716886333332,19.0,0.04511977876666667,1.1431700777217613,-3.57714219,2.104966923,1.1381702444166648,15.0,-0.05263195666666667,1.013204253993518,-2.149204913,2.919987114,-3.987048090250001,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7601659945795242,0.5580579581128253,0.02317585366032026,2.3088276629258266,44.483897396482575,17.0,0.6946964875936181,0.4720304066867804,0.12053637652283183,2.255442358052124,39.55659301597551,16.0,0.720883053987032,0.5236423065325103,0.0685626085199491,1.9286739880706794,41.308938411706585,18.0,0.9259156253444196,0.5795046306238043,0.203405006944852,2.4289867180219638,53.24514391406008,17.0,7.868123928977733,38.26290339319026,-81.1932013754959,86.33417971665476,398.73886542044806,17.0
0,8,-0.04262036718333335,0.716581632888672,-1.441533439,1.282165053,-3.458070482249999,19.0,0.03043876381666666,0.7263785990670373,-1.624276526,1.850780532,0.9746711000833338,18.0,0.054516215433333355,0.3848109408354499,-0.844830726,1.203268434,3.276745589916665,18.0,-0.06303186731666667,1.3722118264927647,-2.687448294,2.454946699,-5.629652454583331,18.0,0.042112427233333305,1.336993253167748,-3.068830345,2.457949141,0.6648410234166628,16.0,0.09249752406666668,0.659361927249456,-1.439737502,1.449485374,5.5145035995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9174844747204495,0.43342753782370924,0.0725626790969809,2.1321529059862874,55.34018839988262,21.0,0.7237981571329103,0.3832842079975423,0.12154192119568916,2.2075424122519176,43.80857804359457,20.0,0.7160449011531473,0.3808252833219916,0.05424894422018424,1.6026672646361684,42.28817422294973,17.0,1.005895092995038,0.407470182174311,0.1581371701734631,2.44825058741269,60.35224967072953,22.0,1.9569085404268842,44.96601844580039,-79.88422681385407,82.58496666829897,-22.27194850322839,13.0
0,9,-0.05140341985000001,0.7339670024047067,-2.317434245,1.624306808,-0.437526824500001,16.0,-0.08306714991666664,0.897372757972613,-2.124211642,1.57508125,-3.2485379398333336,15.0,0.028645604083333345,0.4364088526753766,-0.805985982,1.423912583,1.4777172649166666,13.0,-0.1031580844166667,1.4007647054798196,-4.395013278,3.045841796,-0.9722195317500031,16.0,-0.12208561761666673,1.6797496237559832,-3.993277004,2.960293768,-4.0362687295,15.0,0.08202681044999996,0.7800157354285195,-1.408495432,2.337733326,4.368072824499998,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0238499239746148,0.5363335665760167,0.13104692366384038,2.6184508260031794,59.043623578852376,20.0,0.8802193505757906,0.46439644933741253,0.2609103341569183,2.170604352941958,51.733707692233324,18.0,0.7482271037051722,0.4041647507802747,0.032863357476501404,2.3186718011106118,43.05201296267478,17.0,1.13798749085,0.4775058609268216,0.27341327522672754,2.619546176260984,65.96614796387887,19.0,2.9442358523531897,48.84945001778658,-74.92594199912914,87.77370711434105,160.25781325153253,16.0
0,10,0.037771414683333344,0.6885298513117776,-1.543007708,1.669824332,4.572955804166666,14.0,-0.09798019646666666,0.8286890937123778,-3.051604572,1.96195629,-3.897663426416667,18.0,0.04257573726666666,0.2890716054995399,-0.60886609,0.617241786,3.08014746175,14.0,0.07673964855,1.3105891030106762,-3.247638516,3.153933918,9.831343523500001,16.0,-0.18679757910000003,1.5117625783352515,-5.761399639,3.277415288,-7.252073271333335,18.0,0.07665978370000001,0.5238740259110654,-1.144009615,1.093661991,5.335489426,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8653002998492478,0.6407631920091047,0.09487661580132699,3.306802686888337,48.950551122753176,17.0,0.672235673876447,0.5677447666846561,0.07408244657405016,3.061465667359941,38.7335381948711,21.0,0.6314059549785854,0.3943340835449777,0.1071825410826234,1.6753796298949437,35.43398079287647,17.0,0.91998454696494,0.6298425409787787,0.1717734612087899,3.3159049411260684,52.14199224620659,17.0,-5.635302307011813,43.53937118444706,-77.13405333462987,64.24989852685076,-306.5820143533896,18.0
0,11,-0.08947365149999999,1.1580349541366715,-3.2787874,4.145946225,-3.2110116025000046,15.0,0.13929941985000002,0.9448334829324805,-2.378604019,2.415612227,10.790726648333331,16.0,-0.012369406599999994,0.4611483963728347,-1.48943327,0.997180093,0.2647604032500007,16.0,-0.1657752641333334,2.1718406930242566,-6.211111349,7.824288659,-6.169393288499995,13.0,0.24763160166666656,1.7196642262385027,-4.543110103,3.877854971,18.533792552583332,13.0,-0.03303321626666667,0.8650892754120219,-2.807534536,1.884397498,-0.8600848142499995,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.258780816822124,0.8063771643079348,0.15177070268259268,4.616035784473975,75.73244181792268,19.0,0.8765084358755852,0.5864882363126328,0.016902448889278766,2.4917671928749985,53.18985471723432,19.0,0.9457115225859634,0.8077564688495058,0.06528096671952806,4.17290489143466,56.32236500334017,19.0,1.3314294133400524,0.8195688031199069,0.3544281779917968,4.640264162298503,80.30857673937447,19.0,7.114654113454972,47.477449557898005,-80.12570452601632,86.202706737399,517.3147848577796,17.0
0,12,0.005638083033333319,1.2836804219723987,-3.335040615,5.454140618,-1.7781457843333337,20.0,-0.055178464833333336,0.8133818400136085,-1.839644861,2.122269875,-3.0469355872499984,15.0,-0.032144432816666665,0.6384582112821263,-1.646196043,1.392817238,-2.634230626416667,16.0,-0.0009055856833333358,2.4457489507851,-6.27368158,10.30326474,-4.257674694666665,16.0,-0.10250111950000002,1.471312196841119,-3.514696513,4.005172805,-5.482191156833336,16.0,-0.06014777730000001,1.1987364981766475,-3.099669917,2.627402176,-4.85102654525,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1955968201910003,0.9267547061086727,0.10681623930355916,5.798509653181367,69.54573190516379,18.0,0.8810675732922515,0.5328495023632106,0.09675789274219816,2.485188407402433,51.87747365700977,17.0,1.0358012287460159,0.98258778457529,0.05903026813220596,5.530022490361755,59.43328214661513,21.0,1.317519831364291,0.9777289328038653,0.11289530952113101,5.869941487019006,76.45972206900936,17.0,-3.6196999707816695,44.18840503824807,-83.86490662063352,84.02124151951901,-170.41983835429446,14.0
0,13,0.16794064466666664,0.7620332837195862,-1.348202534,2.006069926,10.364639374416667,15.0,0.14324782791666665,0.433435506114105,-0.985366327,1.222889981,7.827724335333333,16.0,0.06752954738333332,0.6867749101301296,-2.350151829,1.908249248,2.636555411333333,14.0,0.3188608173333333,1.432676303889701,-2.571903608,3.783633959,18.59042041358333,14.0,0.25447375298333336,0.7262922735547426,-1.863093159,2.321754915,14.842058565833332,14.0,0.10497344345,1.2275633527634309,-4.036975352,3.070697124,4.499172600333334,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7655719874421834,0.47124995502616035,0.09837150932252685,2.0083793992191388,44.188433413195355,16.0,0.6501617075829212,0.5051302371324509,0.0386503327405568,2.421633987837459,36.945802620887086,19.0,0.8577543227411938,0.5809143138387272,0.12632262454707163,2.6049169567677937,49.54242041053169,16.0,0.9681893609547079,0.5840629999118123,0.178490589032704,2.6695860921412318,55.774084418524595,15.0,11.123211907415843,28.994090857218872,-67.80085089675894,72.71237907540574,636.435140740026,18.0
0,14,-0.08349436506666667,0.7175754926108319,-1.992392654,1.559242115,-6.803969903499999,14.0,-0.14718707451666668,0.4034169858229678,-1.03055337,0.850291396,-8.372360027583332,17.0,-0.015675723283333335,0.413493118636149,-1.164417081,0.781101468,-0.9883550789999993,17.0,-0.15172310715,1.3346209261934596,-3.74458593,2.94886812,-11.859367001333329,16.0,-0.2655058915333333,0.7186286157613491,-2.136154332,1.12089602,-15.042194528166666,17.0,-0.02740263896666667,0.7886598350194758,-2.202320607,1.517841688,-1.894672997666666,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7169733537599453,0.4289720567877186,0.06012761921054281,2.054637275575552,42.14469051493843,17.0,0.5194348984125607,0.2856872939032534,0.06202142007980043,1.3801930530388837,30.61072544565578,20.0,0.6903349764570472,0.4567174164948823,0.12694937180255822,2.024350298133742,41.45857689556874,16.0,0.8182214746586588,0.4440420979004637,0.12694957082797326,2.085641382411064,48.31116022570665,17.0,-9.993234563307757,34.06393980708465,-75.73547714787624,70.15695681644527,-513.8891083043139,17.0
0,15,0.006780988683333319,0.9179283587367131,-1.641464474,4.64710484,-0.6215615469999987,17.0,0.10135026040000003,0.6283800453644596,-0.986440336,1.40621388,5.371652270666665,17.0,-0.054820379700000005,0.42728479237370387,-1.348673443,0.738375893,-2.5272854623333334,14.0,0.004139647666666677,1.743620095163213,-3.127404678,8.775335556,-1.5474903260833346,17.0,0.17333872353333332,1.175785469127813,-1.744457751,2.647988645,9.390084494666665,16.0,-0.10422772901666667,0.7738811581450925,-2.546491662,1.36791158,-4.718506987,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8763028262779249,0.6833920390454751,0.13357846187436123,4.772896304461257,50.02082338745461,17.0,0.6400541740818042,0.4175201395812788,0.08533632791392919,1.8098991015919483,35.984945180821526,18.0,0.7577411881721416,0.6666065597369399,0.0845845388375804,4.6830742934938625,43.033585034090265,19.0,0.9712742362002336,0.6886306471647345,0.1414251784915394,4.807924768293649,55.212183812845055,19.0,-1.6117727270064006,41.00185034698062,-81.94797837942953,82.4305916344695,-97.82591481834869,17.0
