L5 x_mean,L5 x_std,L5 x_min,L5 x_max,L5 x_auc,L5 x_peaks,L5 y_mean,L5 y_std,L5 y_min,L5 y_max,L5 y_auc,L5 y_peaks,L5 z_mean,L5 z_std,L5 z_min,L5 z_max,L5 z_auc,L5 z_peaks,T12 x_mean,T12 x_std,T12 x_min,T12 x_max,T12 x_auc,T12 x_peaks,T12 y_mean,T12 y_std,T12 y_min,T12 y_max,T12 y_auc,T12 y_peaks,T12 z_mean,T12 z_std,T12 z_min,T12 z_max,T12 z_auc,T12 z_peaks,class
0.00043058229166666276,0.10837372391937164,-0.315158103,0.375157533,-0.05307930049999994,33.0,-0.010000394933333333,0.10426307102770518,-0.285698292,0.320081712,-1.108930233833333,37.0,-0.002565213683333333,0.06848906635751081,-0.155134488,0.24497872,-0.1022937950833335,40.0,0.0017166661916666714,0.19688991527714297,-0.59575254,0.706717262,0.016137395083333148,32.0,-0.012458945083333332,0.18733424682020078,-0.53914563,0.568088713,-1.2914575973333335,36.0,-0.001695221574999999,0.12067565709909055,-0.292990345,0.362350676,0.21684411941666684,39.0,0
-0.022379457283333334,0.2567302222010835,-0.80505067,1.370929796,-3.4513836924166665,33.0,0.008152818483333331,0.15942842733346244,-0.500589123,0.404245571,1.0350938478333334,35.0,0.029083281208333332,0.24107695256981632,-0.5766213,1.409119297,3.128181999583334,31.0,-0.051871467758333324,0.47144817132897,-1.537697218,2.398997254,-7.961468194499998,32.0,0.016331180425,0.2769455124937125,-0.964692175,0.747397892,2.0507820447500005,33.0,0.05329166375833334,0.4540544170795826,-1.083131755,2.670527442,5.700422929666666,33.0,0
0.019186596941666675,0.43895083557901543,-1.30340764,1.292384058,2.958258158583332,33.0,-0.0023070255500000024,0.3207069470948254,-0.877881972,0.872092877,1.3482589407499992,32.0,-0.029396073791666668,0.27966266312382004,-1.440438859,0.442716534,-2.067558355333332,32.0,0.02447124981666667,0.8219198556355162,-2.469104695,2.444353904,3.7192831666666657,32.0,0.004600193808333316,0.5545021283565856,-1.659461222,1.559536208,2.224857030749999,31.0,-0.05008331696666669,0.47969806861252107,-2.719070721,0.835736637,-4.156963008,34.0,0
0.026308294133333333,0.42840692816812603,-1.107644913,1.375268028,3.5318721318333344,26.0,-0.06450511402499999,0.40183373142335743,-1.120733563,1.046369201,-8.095178980750001,33.0,-0.0034930357916666656,0.3058340783709787,-1.119374648,1.06721907,-0.9755954988333334,30.0,0.06070095650833333,0.7895335143031019,-2.084278239,2.628991801,7.562784784416666,26.0,-0.10580224549166667,0.7211615034843665,-2.116972259,1.874395101,-12.753218582749998,30.0,-0.005769909308333329,0.5646321177161012,-2.116419644,1.785675123,-1.538432678833332,29.0,0
-0.052221256783333336,0.5640851367058762,-1.870131612,1.844777185,-6.714017729749998,30.0,-0.021091363508333325,0.7556924464332405,-2.486365709,3.146030859,-3.9850733501666658,31.0,0.022520543825,0.45518605508867055,-1.352828061,1.52776069,1.1980509245833317,35.0,-0.10692974107500001,1.0756578498430973,-3.545317594,3.705222577,-14.159409777416663,30.0,-0.0515538527583333,1.416655520403034,-4.717446342,5.927429906,-8.35109767958333,29.0,0.04215830759166665,0.8311825417249079,-2.55009312,2.883646592,2.631879346999998,35.0,0
-0.02629380600000001,0.7997688819836106,-2.809961698,2.098333984,-2.986153799750003,31.0,0.039789500075000005,0.9241433291089782,-4.07880999,2.169644852,4.124632663166661,31.0,-0.006033609750000031,0.6170228370336877,-2.102541491,1.717808975,-1.9649789964166675,29.0,-0.040736456758333296,1.506941566800812,-5.288927771,4.009467723,-4.841836122833326,30.0,0.08546570564999999,1.7264596758492985,-7.729149255,4.073023559,10.519805382249997,31.0,-0.007099006900000005,1.1286796474908247,-3.970625345,2.862074496,-2.2629227019999996,30.0,0
-0.10292841429166663,1.650106849877937,-9.529681273,4.685898759,-9.966713247499996,31.0,-0.06234127347500006,1.3534426803566013,-6.552340009,5.171491866,-8.837808075833335,33.0,0.005352330933333324,0.8883227932503313,-5.412101845,2.695453543,-1.769462994416671,34.0,-0.19642307298333328,3.099450749061542,-17.96157321,8.872656769,-18.632036207499997,30.0,-0.11004021315833336,2.428121540198613,-12.36643842,9.746358801,-12.938957522999994,32.0,0.01223103614999997,1.6891415504312497,-10.22548842,5.088845247,-1.5052513743333304,34.0,0
0.045431335891666674,0.512935450998622,-1.771807114,1.451681769,5.969040903666665,31.0,0.01931866110000001,0.4594430951986498,-2.125494985,1.213842029,0.3880977303333323,29.0,-0.009499655474999995,0.39584380692550314,-1.136447508,1.547144596,-0.3780957272500002,32.0,0.09713880993333333,0.9564904584628038,-3.301383758,2.871332578,12.930701492416667,32.0,0.02787142653333333,0.827299542892095,-3.57714219,2.104966923,0.02078942908333245,30.0,-0.027619265883333338,0.7232831362286181,-2.149204913,2.919987114,-1.679037748750002,33.0,0
-0.039499505824999996,0.5339716496125212,-1.441533439,1.282165053,-4.758313269249999,35.0,0.027740875691666653,0.6597772382391307,-2.137742079,1.850780532,-0.27213493491666607,36.0,0.041535813649999996,0.36188757729162374,-0.905829634,1.203268434,4.792184862000001,34.0,-0.06967223505833334,1.0187060158620602,-2.687448294,2.454946699,-8.542867259666666,31.0,0.041616822158333316,1.2218254931343198,-4.053678914,2.457949141,-1.7219645863333377,32.0,0.07382857231666667,0.6474258025366287,-1.688351985,1.449485374,8.542851165499998,32.0,0
-0.00365595781666667,0.6285759914059371,-2.317434245,1.624306808,0.6736144896666643,30.0,-0.018627694891666643,0.7053133857905899,-2.124211642,1.57508125,-1.426654903083334,33.0,0.025674981275,0.3647504343728028,-1.082263011,1.423912583,1.7719452133333327,32.0,-0.010442786050000041,1.1915178453852941,-4.395013278,3.045841796,0.9247288639166631,29.0,-0.011840545816666678,1.318009146645699,-3.993277004,2.960293768,0.0738077860000011,32.0,0.06380062248333333,0.6624826002166225,-2.044158527,2.337733326,5.128379512666665,32.0,0
