image_name,confidence_value,IoU_value
IMG_20180713_105001.jpg,0.7440766096115112,0.04277709
IMG_20100101_032102.jpg,0.9966104626655579,0.44948566
IMG_20100101_022648.jpg,0.9941502213478088,0.7142537
IMG_20180811_083858.jpg,0.9999711513519287,0.8855543
IMG_20100101_031805.jpg,0.996313750743866,0.95484185
IMG_20180724_150758.jpg,0.9997243285179138,0.6904612
IMG_20180723_145326.jpg,0.9997710585594177,0.74164224
IMG_20180714_103808.jpg,0.9805198311805725,0.9258006
IMG_20180721_090151.jpg,0.8960798978805542,0.73961437
IMG_1251.jpg,0.9816666841506958,0.72581816
IMG_20180724_121832.jpg,0.9973506927490234,0.8730712
IMG_20180723_145121.jpg,0.9848024249076843,0.0
IMG_20180719_143627.jpg,0.9575890898704529,0.0
IMG_20180724_150507.jpg,0.9932464361190796,0.81092674
IMG_20180720_142751.jpg,0.9975314140319824,0.89379656
IMG_20180724_120949.jpg,0.9996458292007446,0.859866
IMG_20180811_083958.jpg,0.980117917060852,0.63613635
IMG_20180724_123854.jpg,0.9940446019172668,0.738162
IMG_20180725_114304.jpg,0.9693136215209961,0.88821036
IMG_20180720_141301.jpg,0.9997076392173767,0.89631516
IMG_20180717_095144.jpg,0.9794238805770874,0.8870625
IMG_20180720_123553.jpg,0.9934232234954834,0.23875634
IMG_20100101_023139.jpg,0.9980693459510803,0.81672066
IMG_20180717_122331.jpg,0.958313524723053,0.0
IMG_20100101_033117.jpg,0.995028555393219,0.4681776
IMG_20180724_150928.jpg,0.9999278783798218,0.6854249
IMG_20180721_090506.jpg,0.9782946705818176,0.8413498
IMG_20180723_124006.jpg,0.7546694278717041,0.31179827
IMG_20180725_121940.jpg,0.9946162104606628,0.0
IMG_20180719_142631.jpg,0.9170512557029724,0.8533963
IMG_20180721_090501.jpg,0.9984928369522095,0.9261954
IMG_1302.jpg,0.8947160243988037,0.7522
IMG_20180723_123915.jpg,0.995654821395874,0.8112542
IMG_1261.jpg,0.9949213862419128,0.815884
IMG_20180725_120143.jpg,0.46233439445495605,0.0
IMG_20100101_031404.jpg,0.9997949004173279,0.59956443
IMG_20180725_122231.jpg,0.9979552030563354,0.0
IMG_20180720_142111.jpg,0.9541692733764648,0.45539144
IMG_20180724_121144.jpg,0.946938157081604,0.0
IMG_20180714_102857.jpg,0.9979832172393799,0.0
