image_name,confidence_value,IoU_value
IMG_20180713_105001.jpg,0.2734920382499695,0.7288581
IMG_20100101_032102.jpg,0.6308940052986145,0.025876466
IMG_20100101_022648.jpg,0.9001818895339966,0.97132087
IMG_20180811_083858.jpg,0.9849495887756348,0.9350617
IMG_20100101_031805.jpg,0.8591899871826172,0.94056463
IMG_20180724_150758.jpg,0.7659820318222046,0.6719104
IMG_20180723_145326.jpg,0.9365909695625305,0.85221153
IMG_20180714_103808.jpg,0.8590832948684692,0.9480601
IMG_20180721_090151.jpg,0.5476219058036804,0.8026232
IMG_1251.jpg,0.3625186085700989,0.65651035
IMG_20180724_121832.jpg,0.9186950325965881,0.91454923
IMG_20180723_145121.jpg,0.9281500577926636,0.8897552
IMG_20180719_143627.jpg,0.8815727233886719,0.87829626
IMG_20180724_150507.jpg,0.8069215416908264,0.8413482
IMG_20180720_142751.jpg,0.6974620819091797,0.88856614
IMG_20180724_120949.jpg,0.664589524269104,0.8834798
IMG_20180811_083958.jpg,0.4285026490688324,0.7481209
IMG_20180724_123854.jpg,0.937279462814331,0.803307
IMG_20180725_114304.jpg,0.7515705227851868,0.8598009
IMG_20180720_141301.jpg,0.9931384921073914,0.9628971
IMG_20180717_095144.jpg,0.8494518399238586,0.96687347
IMG_20180720_123553.jpg,0.9525467753410339,0.47221547
IMG_20100101_023139.jpg,0.9718204140663147,0.7850891
IMG_20180717_122331.jpg,0.8166621923446655,0.0
IMG_20100101_033117.jpg,0.8286208510398865,0.870529
IMG_20180724_150928.jpg,0.98275226354599,0.8783052
IMG_20180721_090506.jpg,0.8464066982269287,0.8988808
IMG_20180723_124006.jpg,0.5464558601379395,0.9043748
IMG_20180725_121940.jpg,0.7463252544403076,0.8662729
IMG_20180719_142631.jpg,0.40330979228019714,0.21531373
IMG_20180721_090501.jpg,0.933789074420929,0.95621234
IMG_1302.jpg,0.4603347182273865,0.9178631
IMG_20180723_123915.jpg,0.4793165922164917,0.8731926
IMG_1261.jpg,0.4325225055217743,0.1860221
IMG_20180725_120143.jpg,0.2804800868034363,0.0
IMG_20100101_031404.jpg,0.9583715796470642,0.90641004
IMG_20180725_122231.jpg,0.7827027440071106,0.77144605
IMG_20180720_142111.jpg,0.6574889421463013,0.47350612
IMG_20180724_121144.jpg,0.858975887298584,0.92857003
IMG_20180714_102857.jpg,0.868979275226593,0.0
