                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5179,                 2.4672,                 1.4489,                0.43931,                 0.1125,                0.09552,                0.06533,                  1.272,                 3.1499,                 1.3523,                0.00048,                0.00048,                0.00048
